rating,movieID,userID,predicted_rating
5,150,3073,0
3,2496,3073,0
1,1,3073,0
4,2497,3073,0
1,2,3073,0
1,2498,3073,0
4,153,3073,0
3,7,3073,0
1,2133,3073,0
3,2135,3073,0
1,3948,3073,0
1,2136,3073,0
4,2137,3073,0
5,1196,3073,0
1,2571,3073,0
3,597,3073,0
1,2072,3073,0
1,1270,3073,0
1,1923,3073,0
5,3386,3073,0
5,1784,3073,0
3,2080,3073,0
5,1357,3073,0
4,2087,3073,0
5,2804,3073,0
1,3039,3073,0
1,2091,3073,0
4,2096,3073,0
5,1294,3073,0
4,1947,3073,0
1,260,3073,0
1,919,3073,0
4,1380,3073,0
1,3702,3073,0
4,351,3073,0
1,2407,3073,0
4,1032,3073,0
3,1544,3073,0
5,1617,3073,0
5,953,3073,0
4,2863,3073,0
1,2791,3073,0
1,1127,3073,0
3,1129,3073,0
1,2797,3073,0
5,2431,3073,0
1,2005,3073,0
3,969,3073,0
1,2948,3073,0
3,539,3073,0
1,2378,3073,0
1,2011,3073,0
5,3252,3073,0
1,480,3073,0
1,3264,3073,0
3,2396,3073,0
1,2105,3073,0
5,1234,3073,0
1,1097,3073,0
1,1753,2083,0
5,1682,2083,0
1,216,2083,0
1,2997,2083,0
1,1259,2083,0
3,1188,2083,0
1,2706,2083,0
1,586,2083,0
4,587,2083,0
5,2639,2083,0
1,2136,2083,0
3,1265,2083,0
1,2710,2083,0
1,663,2083,0
5,590,2083,0
3,1197,2083,0
5,2712,2083,0
1,1198,2083,0
5,593,2083,0
1,1916,2083,0
3,597,2083,0
5,3448,2083,0
1,231,2083,0
3,1777,2083,0
5,2076,2083,0
1,1278,2083,0
1,1923,2083,0
5,2580,2083,0
5,1784,2083,0
5,318,2083,0
5,246,2083,0
5,249,2083,0
5,1358,2083,0
5,1288,2083,0
5,2804,2083,0
1,3608,2083,0
1,2806,2083,0
1,3396,2083,0
5,3101,2083,0
1,2598,2083,0
1,2302,2083,0
5,3105,2083,0
1,3107,2083,0
1,2306,2083,0
5,764,2083,0
1,2746,2083,0
1,333,2083,0
3,1441,2083,0
1,2174,2083,0
1,3552,2083,0
5,778,2083,0
1,2683,2083,0
3,342,2083,0
1,1887,2083,0
5,345,2083,0
5,2329,2083,0
1,2907,2083,0
5,47,2083,0
5,2282,2083,0
1,2791,2083,0
5,2431,2083,0
1,480,2083,0
1,2539,2083,0
3,2396,2083,0
4,1244,2083,0
5,1193,1431,0
5,593,1431,0
5,2804,1431,0
1,919,1431,0
5,111,1431,0
2,589,4105,0
5,1196,4105,0
5,593,4105,0
2,2571,4105,0
1,260,4105,0
1,919,4105,0
4,21,4105,0
3,349,4105,0
3,3494,4105,0
5,1393,4105,0
2,2414,4105,0
3,1544,4105,0
2,1127,4105,0
3,1129,4105,0
1,60,4105,0
1,2005,4105,0
1,480,4105,0
2,2105,4105,0
3,1097,4105,0
3,2997,2730,0
5,3578,2730,0
3,2396,2730,0
2,2058,3264,0
2,2997,3264,0
2,2706,3264,0
4,587,3264,0
2,2567,3264,0
3,2496,3264,0
5,6,3264,0
5,1193,3264,0
2,733,3264,0
5,3510,3264,0
1,1196,3264,0
5,593,3264,0
1,2571,3264,0
2,160,3264,0
3,1777,3264,0
2,1923,3264,0
5,3386,3264,0
5,1784,3264,0
2,3534,3264,0
5,3461,3264,0
5,762,3264,0
1,260,3264,0
2,2683,3264,0
2,788,3264,0
5,2268,3264,0
5,3578,3264,0
5,47,3264,0
5,1617,3264,0
5,2278,3264,0
4,2506,3264,0
3,539,3264,0
1,480,3264,0
5,1805,3264,0
2,2539,3264,0
3,2396,3264,0
1,1911,5920,0
3,3516,5920,0
1,2683,5920,0
3,3863,3820,0
2,3793,3820,0
4,720,3820,0
3,2058,3820,0
2,589,3820,0
5,1193,3820,0
5,3510,3820,0
3,1196,3820,0
5,593,3820,0
2,2571,3820,0
5,235,3820,0
2,1270,3820,0
3,1923,3820,0
2,260,3820,0
3,2311,3820,0
2,3702,3820,0
2,2407,3820,0
5,2268,3820,0
5,3578,3820,0
5,1617,3820,0
3,3156,3820,0
5,2282,3820,0
5,2287,3820,0
2,1127,3820,0
3,1129,3820,0
2,2011,3820,0
3,2527,3820,0
2,2455,3820,0
2,480,3820,0
3,2396,3820,0
5,1594,3820,0
3,2105,3820,0
5,707,3820,0
3,1097,3820,0
1,3793,4913,0
1,588,4913,0
1,589,4913,0
5,1193,4913,0
1,1196,4913,0
1,737,4913,0
1,1784,4913,0
1,2080,4913,0
5,1357,4913,0
4,2087,4913,0
5,3461,4913,0
4,2096,4913,0
1,260,4913,0
1,919,4913,0
1,2253,4913,0
3,3494,4913,0
4,353,4913,0
5,2268,4913,0
4,1032,4913,0
1,3578,4913,0
1,2414,4913,0
5,47,4913,0
5,1617,4913,0
1,1544,4913,0
5,2278,4913,0
1,2422,4913,0
1,2797,4913,0
1,2005,4913,0
1,969,4913,0
1,2948,4913,0
5,3252,4913,0
1,2450,4913,0
5,475,4913,0
1,86,4913,0
1,3698,4913,0
1,485,4913,0
5,1805,4913,0
1,2105,4913,0
5,1234,4913,0
1,1097,4913,0
1,3863,3203,0
1,3793,3203,0
4,720,3203,0
1,588,3203,0
1,589,3203,0
1,1193,3203,0
1,733,3203,0
5,3510,3203,0
1,2710,3203,0
1,1196,3203,0
1,1911,3203,0
5,593,3203,0
1,2571,3203,0
1,1270,3203,0
1,2080,3203,0
1,2087,3203,0
1,3461,3203,0
1,2096,3203,0
1,260,3203,0
1,919,3203,0
1,3552,3203,0
1,2683,3203,0
1,2414,3203,0
5,47,3203,0
1,1127,3203,0
1,2366,3203,0
1,2948,3203,0
1,2949,3203,0
1,1219,3203,0
1,2527,3203,0
1,2455,3203,0
5,111,3203,0
1,480,3203,0
1,3264,3203,0
1,1234,3203,0
5,1090,3203,0
1,1097,3203,0
1,3863,641,0
1,589,641,0
1,2571,641,0
2,1923,641,0
5,3578,641,0
5,47,641,0
5,1617,641,0
1,588,810,0
1,216,486,0
1,145,486,0
1,2997,486,0
4,587,486,0
1,589,486,0
2,733,486,0
1,1196,486,0
1,2571,486,0
1,2072,486,0
1,1270,486,0
1,1923,486,0
1,3039,486,0
5,908,486,0
1,919,486,0
1,3552,486,0
4,353,486,0
2,2406,486,0
5,3578,486,0
2,2413,486,0
5,47,486,0
2,1544,486,0
1,2791,486,0
1,2792,486,0
1,1127,486,0
1,2797,486,0
1,2005,486,0
1,2011,486,0
1,2450,486,0
1,3253,486,0
5,111,486,0
5,1222,486,0
1,3698,486,0
1,480,486,0
1,485,486,0
2,2396,486,0
1,1097,486,0
4,1249,3290,0
1,3793,3290,0
4,720,3290,0
3,2997,3290,0
2,589,3290,0
5,6,3290,0
5,3510,3290,0
4,661,3290,0
4,1196,3290,0
5,593,3290,0
1,2642,3290,0
2,2571,3290,0
5,235,3290,0
5,1784,3290,0
1,2091,3290,0
5,908,3290,0
1,260,3290,0
2,2311,3290,0
4,21,3290,0
2,2253,3290,0
1,3702,3290,0
3,788,3290,0
2,2407,3290,0
5,2268,3290,0
5,3578,3290,0
5,45,3290,0
5,47,3290,0
5,1617,3290,0
3,1544,3290,0
5,2278,3290,0
2,1127,3290,0
3,1129,3290,0
3,2797,3290,0
1,60,3290,0
1,2005,3290,0
2,2948,3290,0
2,2011,3290,0
2,1219,3290,0
3,3253,3290,0
3,2527,3290,0
1,2455,3290,0
5,111,3290,0
5,3763,3290,0
5,1222,3290,0
1,3698,3290,0
1,480,3290,0
5,1805,3290,0
3,2396,3290,0
3,2105,3290,0
4,1234,3290,0
5,1090,3290,0
3,1097,3290,0
5,3424,996,0
5,1193,996,0
5,593,996,0
3,597,996,0
3,1777,996,0
1,1270,996,0
5,1784,996,0
1,3039,996,0
1,260,996,0
5,2245,996,0
1,919,996,0
1,3552,996,0
1,2683,996,0
3,2406,996,0
1,2407,996,0
5,372,996,0
5,953,996,0
1,2791,996,0
1,2797,996,0
3,539,996,0
3,2396,996,0
5,1090,996,0
1,3793,3515,0
1,1831,3515,0
1,2709,3515,0
1,588,3515,0
1,1196,3515,0
1,737,3515,0
1,2571,3515,0
1,1270,3515,0
5,2804,3515,0
1,260,3515,0
1,2683,3515,0
1,2253,3515,0
2,788,3515,0
5,3578,3515,0
2,1544,3515,0
1,3156,3515,0
2,1129,3515,0
1,2011,3515,0
1,480,3515,0
3,3422,4695,0
2,216,4695,0
2,2706,4695,0
5,1833,4695,0
4,587,4695,0
1,588,4695,0
1,589,4695,0
1,1196,4695,0
5,593,4695,0
3,597,4695,0
2,160,4695,0
3,1777,4695,0
1,1270,4695,0
2,1923,4695,0
5,1784,4695,0
2,3039,4695,0
5,762,4695,0
4,1947,4695,0
1,260,4695,0
5,2313,4695,0
5,2245,4695,0
2,3552,4695,0
2,2683,4695,0
2,2759,4695,0
4,1380,4695,0
2,788,4695,0
2,3130,4695,0
3,2406,4695,0
1,2407,4695,0
5,2268,4695,0
4,1393,4695,0
5,2412,4695,0
5,45,4695,0
2,1544,4695,0
1,3156,4695,0
2,2791,4695,0
1,2797,4695,0
3,539,4695,0
1,2011,4695,0
4,3686,4695,0
2,3689,4695,0
5,3252,4695,0
2,3253,4695,0
1,480,4695,0
2,2539,4695,0
5,1090,4695,0
1,1097,4695,0
2,2997,5571,0
5,1294,5571,0
5,908,5571,0
1,260,5571,0
5,2186,5571,0
5,1617,5571,0
1,2005,5571,0
1,2948,5571,0
1,1097,5571,0
5,1249,2471,0
1,3793,2471,0
1,2997,2471,0
5,1193,2471,0
1,1196,2471,0
5,593,2471,0
1,2571,2471,0
1,1916,2471,0
1,1923,2471,0
1,2080,2471,0
1,260,2471,0
1,919,2471,0
5,47,2471,0
5,1617,2471,0
5,2282,2471,0
1,2797,2471,0
1,2011,2471,0
1,480,2471,0
3,2396,2471,0
1,1097,2471,0
4,1244,2471,0
1,3793,1118,0
4,2058,1118,0
2,589,1118,0
3,733,1118,0
4,1196,1118,0
2,2571,1118,0
1,260,1118,0
4,21,1118,0
3,349,1118,0
1,3702,1118,0
4,353,1118,0
3,2406,1118,0
5,3654,1118,0
2,1127,1118,0
3,1129,1118,0
1,2366,1118,0
3,969,1118,0
2,2948,1118,0
2,2949,1118,0
3,2527,1118,0
5,1222,1118,0
1,480,1118,0
5,720,5869,0
1,2997,5869,0
1,589,5869,0
5,593,5869,0
1,2571,5869,0
5,1784,5869,0
5,1617,5869,0
1,1097,5869,0
4,587,4556,0
4,3516,4556,0
4,1777,4556,0
2,1270,4556,0
4,2080,4556,0
5,3462,4556,0
5,3039,4556,0
5,2245,4556,0
5,21,4556,0
2,2407,4556,0
5,2792,4556,0
5,1129,4556,0
2,2366,4556,0
5,3096,4556,0
5,2948,4556,0
1,480,4556,0
5,1234,4556,0
5,1249,2226,0
1,589,2226,0
5,593,2226,0
1,2571,2226,0
5,1784,2226,0
5,47,2226,0
5,1617,2226,0
4,3159,2226,0
1,480,2226,0
5,1249,3731,0
2,2997,3731,0
2,589,3731,0
5,1193,3731,0
3,733,3731,0
5,1196,3731,0
3,3516,3731,0
5,593,3731,0
2,2571,3731,0
1,1270,3731,0
5,3386,3731,0
5,1784,3731,0
3,2080,3731,0
5,1357,3731,0
5,3461,3731,0
5,1294,3731,0
5,908,3731,0
4,1947,3731,0
1,260,3731,0
5,2313,3731,0
1,919,3731,0
2,3552,3731,0
3,349,3731,0
4,1380,3731,0
5,2186,3731,0
3,3494,3731,0
3,2406,3731,0
5,2268,3731,0
5,1393,3731,0
5,47,3731,0
5,2278,3731,0
5,2926,3731,0
5,953,3731,0
2,2791,3731,0
2,1127,3731,0
3,2797,3731,0
1,2366,3731,0
3,969,3731,0
2,2948,3731,0
2,1219,3731,0
2,3253,3731,0
1,2455,3731,0
5,111,3731,0
5,1222,3731,0
1,480,3731,0
3,2396,3731,0
5,1234,3731,0
5,1090,3731,0
3,1097,3731,0
1,3424,414,0
4,587,414,0
5,3510,414,0
1,2710,414,0
1,1196,414,0
3,597,414,0
1,2072,414,0
1,1270,414,0
1,1923,414,0
1,1784,414,0
1,2804,414,0
1,3039,414,0
1,919,414,0
5,2329,414,0
4,353,414,0
1,2406,414,0
5,1393,414,0
1,2413,414,0
1,2791,414,0
1,2792,414,0
3,539,414,0
1,2378,414,0
1,2011,414,0
1,1219,414,0
1,3253,414,0
1,3264,414,0
3,2396,414,0
1,1097,414,0
5,1196,4657,0
2,2571,4657,0
3,2080,4657,0
4,2087,4657,0
5,3461,4657,0
5,1294,4657,0
5,908,4657,0
5,2313,4657,0
1,919,4657,0
4,1380,4657,0
5,2186,4657,0
3,788,4657,0
5,1393,4657,0
5,2926,4657,0
5,953,4657,0
3,2863,4657,0
3,969,4657,0
3,1081,4657,0
3,2396,4657,0
4,1249,2994,0
5,3424,2994,0
1,3863,2994,0
1,3793,2994,0
2,2058,2994,0
2,2706,2994,0
1,1831,2994,0
4,587,2994,0
1,588,2994,0
1,589,2994,0
5,6,2994,0
2,733,2994,0
1,1196,2994,0
2,1911,2994,0
5,593,2994,0
1,2571,2994,0
3,597,2994,0
5,235,2994,0
1,1270,2994,0
2,1923,2994,0
2,3039,2994,0
1,260,2994,0
5,2245,2994,0
2,1449,2994,0
2,3552,2994,0
2,2683,2994,0
2,21,2994,0
2,349,2994,0
1,3702,2994,0
2,788,2994,0
1,1603,2994,0
3,2406,2994,0
1,2407,2994,0
4,1393,2994,0
5,3578,2994,0
5,47,2994,0
5,1617,2994,0
2,1544,2994,0
5,2278,2994,0
1,3156,2994,0
2,2791,2994,0
1,1127,2994,0
1,2797,2994,0
3,969,2994,0
1,2948,2994,0
1,2013,2994,0
2,3253,2994,0
2,2527,2994,0
5,111,2994,0
5,3763,2994,0
2,1081,2994,0
1,480,2994,0
5,1805,2994,0
1,2105,2994,0
5,1090,2994,0
1,1097,2994,0
4,1244,2994,0
4,587,5940,0
3,597,5940,0
1,2080,5940,0
4,1947,5940,0
4,1380,5940,0
1,788,5940,0
3,2406,5940,0
5,47,5940,0
4,3159,5940,0
1,2791,5940,0
1,480,5940,0
3,2396,5940,0
4,587,5185,0
1,588,5185,0
3,1777,5185,0
4,2096,5185,0
4,1380,5185,0
5,1393,5185,0
5,47,5185,0
1,2431,5185,0
5,2506,5185,0
3,539,5185,0
3,2396,5185,0
1,3793,5004,0
1,2997,5004,0
1,2706,5004,0
5,1193,5004,0
1,2710,5004,0
1,2683,5004,0
1,2759,5004,0
1,2772,5004,0
5,3578,5004,0
5,1617,5004,0
1,1127,5004,0
5,86,5004,0
2,2396,5004,0
3,733,5625,0
5,1196,5625,0
5,3461,5625,0
5,1294,5625,0
1,919,5625,0
3,2406,5625,0
2,2414,5625,0
5,2287,5625,0
2,1127,5625,0
3,1129,5625,0
1,60,5625,0
1,2366,5625,0
3,969,5625,0
2,2013,5625,0
2,2105,5625,0
1,2710,5827,0
1,1196,5827,0
1,260,5827,0
1,3578,5827,0
1,3793,5115,0
2,2058,5115,0
2,2997,5115,0
1,1831,5115,0
1,589,5115,0
5,6,5115,0
5,1193,5115,0
2,733,5115,0
1,1196,5115,0
1,737,5115,0
5,593,5115,0
1,2642,5115,0
1,2571,5115,0
1,1270,5115,0
1,260,5115,0
2,2311,5115,0
1,919,5115,0
2,3552,5115,0
2,3555,5115,0
2,349,5115,0
1,3702,5115,0
2,788,5115,0
4,353,5115,0
3,2406,5115,0
1,2407,5115,0
2,1544,5115,0
1,3807,5115,0
1,1127,5115,0
2,1129,5115,0
1,2797,5115,0
1,2366,5115,0
3,969,5115,0
1,2948,5115,0
1,2949,5115,0
1,2011,5115,0
1,2013,5115,0
5,2520,5115,0
2,2527,5115,0
1,2455,5115,0
5,3763,5115,0
5,1222,5115,0
1,3698,5115,0
1,480,5115,0
1,2105,5115,0
1,1097,5115,0
1,3793,951,0
2,2997,951,0
2,2706,951,0
3,2396,951,0
1,3793,4954,0
4,587,4954,0
1,2709,4954,0
2,589,4954,0
5,1193,4954,0
3,733,4954,0
5,1196,4954,0
5,593,4954,0
2,2571,4954,0
1,1270,4954,0
5,3386,4954,0
3,2080,4954,0
5,1294,4954,0
1,260,4954,0
2,2311,4954,0
1,919,4954,0
5,1952,4954,0
3,349,4954,0
2,2253,4954,0
3,2406,4954,0
1,2407,4954,0
5,953,4954,0
2,1127,4954,0
3,2797,4954,0
1,2366,4954,0
3,969,4954,0
3,539,4954,0
1,2011,4954,0
1,480,4954,0
2,3264,4954,0
3,2396,4954,0
2,2105,4954,0
5,1234,4954,0
3,1097,4954,0
1,2997,3289,0
4,587,3289,0
1,588,3289,0
3,2496,3289,0
3,3516,3289,0
5,235,3289,0
1,1270,3289,0
5,1279,3289,0
1,1923,3289,0
5,1784,3289,0
1,3534,3289,0
1,3462,3289,0
5,2245,3289,0
4,1380,3289,0
3,2406,3289,0
1,2407,3289,0
1,2791,3289,0
3,969,3289,0
3,539,3289,0
1,2011,3289,0
1,3253,3289,0
3,2396,3289,0
4,1244,3289,0
1,2710,4596,0
5,1279,4596,0
5,1193,796,0
5,593,796,0
5,2804,796,0
2,2406,796,0
1,3793,2723,0
2,2058,2723,0
5,1256,2723,0
1,588,2723,0
1,589,2723,0
5,6,2723,0
5,1193,2723,0
2,733,2723,0
1,1196,2723,0
5,593,2723,0
3,597,2723,0
1,1270,2723,0
4,2087,2723,0
4,2096,2723,0
5,1294,2723,0
2,2311,2723,0
5,2245,2723,0
1,919,2723,0
4,1380,2723,0
2,788,2723,0
3,2406,2723,0
5,2268,2723,0
5,2412,2723,0
2,2413,2723,0
2,2414,2723,0
5,1617,2723,0
2,1544,2723,0
5,2278,2723,0
1,2422,2723,0
5,2431,2723,0
3,969,2723,0
2,2378,2723,0
5,3252,2723,0
1,2450,2723,0
2,3253,2723,0
1,2532,2723,0
3,2396,2723,0
5,3424,2723,0
1,1831,2723,0
2,2706,2723,0
5,1833,2723,0
1,1762,2723,0
2,2567,2723,0
3,2496,2723,0
2,1911,2723,0
1,2642,2723,0
1,2571,2723,0
2,160,2723,0
3,1777,2723,0
2,1923,2723,0
5,3386,2723,0
5,1784,2723,0
5,2804,2723,0
2,3462,2723,0
1,260,2723,0
2,3552,2723,0
2,3555,2723,0
2,2683,2723,0
2,2759,2723,0
2,21,2723,0
2,349,2723,0
5,3578,2723,0
5,47,2723,0
5,3654,2723,0
5,2926,2723,0
5,372,2723,0
2,376,2723,0
2,2863,2723,0
2,2791,2723,0
2,2792,2723,0
1,1127,2723,0
1,2797,2723,0
1,60,2723,0
1,2005,2723,0
4,534,2723,0
3,539,2723,0
1,2011,2723,0
2,1219,2723,0
5,3763,2723,0
5,1222,2723,0
1,480,2723,0
2,485,2723,0
1,2105,2723,0
5,1090,2723,0
1,1097,2723,0
1,3793,3017,0
2,2058,3017,0
1,589,3017,0
5,1193,3017,0
2,733,3017,0
4,661,3017,0
1,1196,3017,0
1,2311,3017,0
5,2278,3017,0
1,2571,3017,0
5,1952,3017,0
1,21,3017,0
2,349,3017,0
5,3578,3017,0
2,376,3017,0
1,480,3017,0
1,2105,3017,0
1,3863,2269,0
1,3793,2269,0
1,1544,2269,0
5,3510,2269,0
1,3578,2269,0
1,2791,2269,0
1,2948,2269,0
1,480,2269,0
1,3863,3162,0
1,3793,3162,0
1,588,3162,0
5,1617,3162,0
1,3159,3162,0
1,2396,3162,0
1,1923,3162,0
1,589,5596,0
5,6,5596,0
2,733,5596,0
5,593,5596,0
5,3252,5596,0
1,145,5596,0
1,2706,5596,0
1,21,5596,0
2,349,5596,0
4,353,5596,0
2,376,5596,0
1,480,5596,0
4,1249,4844,0
1,3863,4844,0
1,3793,4844,0
2,2058,4844,0
2,2997,4844,0
4,587,4844,0
1,588,4844,0
1,589,4844,0
5,1193,4844,0
4,661,4844,0
1,1196,4844,0
5,593,4844,0
1,1270,4844,0
5,1279,4844,0
3,2080,4844,0
4,1357,4844,0
4,2087,4844,0
1,2091,4844,0
4,2096,4844,0
5,1294,4844,0
2,2311,4844,0
5,2313,4844,0
1,919,4844,0
1,2253,4844,0
4,1380,4844,0
5,2186,4844,0
2,788,4844,0
1,1603,4844,0
1,2407,4844,0
5,2268,4844,0
4,1393,4844,0
2,2413,4844,0
5,1617,4844,0
5,2278,4844,0
1,3156,4844,0
5,953,4844,0
1,2366,4844,0
3,969,4844,0
5,3252,4844,0
1,2450,4844,0
1,2455,4844,0
5,1805,4844,0
1,3264,4844,0
3,2396,4844,0
5,3424,4844,0
2,2706,4844,0
1,1831,4844,0
1,2710,4844,0
2,1911,4844,0
1,2642,4844,0
1,2571,4844,0
2,160,4844,0
5,235,4844,0
5,1784,4844,0
1,260,4844,0
5,1952,4844,0
2,2683,4844,0
2,21,4844,0
2,349,4844,0
1,3702,4844,0
4,353,4844,0
4,1032,4844,0
5,3578,4844,0
5,45,4844,0
5,47,4844,0
5,3654,4844,0
5,372,4844,0
1,2793,4844,0
1,1127,4844,0
5,522,4844,0
2,1129,4844,0
1,2797,4844,0
1,2005,4844,0
4,2943,4844,0
4,3686,4844,0
2,1219,4844,0
5,1222,4844,0
1,3698,4844,0
1,480,4844,0
1,2105,4844,0
5,1090,4844,0
1,1097,4844,0
4,1244,4844,0
5,1193,3961,0
3,3422,3961,0
5,235,3961,0
2,260,3961,0
3,2791,3961,0
5,1234,3961,0
1,589,5876,0
5,593,5876,0
5,1784,5876,0
3,2997,4682,0
3,588,4682,0
5,6,4682,0
5,593,4682,0
5,2329,4682,0
5,1617,4682,0
3,2396,4682,0
3,2706,4682,0
3,1911,4682,0
2,2571,4682,0
3,1923,4682,0
5,1249,1953,0
1,3793,1953,0
4,661,1953,0
1,1196,1953,0
2,1544,1953,0
5,2804,1953,0
5,3578,1953,0
5,47,1953,0
1,2791,1953,0
5,522,1953,0
5,1228,1953,0
1,480,1953,0
5,1090,1953,0
4,1249,2186,0
4,720,2186,0
2,2997,2186,0
1,589,2186,0
5,1193,2186,0
4,661,2186,0
1,1196,2186,0
1,737,2186,0
5,593,2186,0
1,1270,2186,0
2,3039,2186,0
5,1294,2186,0
5,908,2186,0
2,2311,2186,0
5,2313,2186,0
1,919,2186,0
5,2329,2186,0
2,788,2186,0
1,1603,2186,0
3,2406,2186,0
1,2407,2186,0
4,1393,2186,0
5,1617,2186,0
2,1544,2186,0
1,2366,2186,0
3,969,2186,0
1,2450,2186,0
2,2527,2186,0
1,2455,2186,0
5,111,2186,0
1,2532,2186,0
3,2396,2186,0
2,2706,2186,0
1,1831,2186,0
1,2642,2186,0
1,2571,2186,0
2,160,2186,0
5,235,2186,0
2,1923,2186,0
5,2804,2186,0
1,260,2186,0
2,3552,2186,0
2,21,2186,0
1,3702,2186,0
4,353,2186,0
5,3578,2186,0
5,3654,2186,0
2,2791,2186,0
1,1127,2186,0
2,1129,2186,0
1,2005,2186,0
1,2948,2186,0
1,2949,2186,0
1,2011,2186,0
2,1219,2186,0
5,1222,2186,0
1,3698,2186,0
1,480,2186,0
1,2105,2186,0
5,1090,2186,0
1,1097,2186,0
5,1249,5844,0
3,2997,5844,0
5,1193,5844,0
4,661,5844,0
3,2080,5844,0
5,1357,5844,0
5,908,5844,0
3,919,5844,0
4,1380,5844,0
3,2406,5844,0
5,1617,5844,0
5,953,5844,0
3,969,5844,0
1,2532,5844,0
3,2396,5844,0
3,2571,5844,0
4,1947,5844,0
1,260,5844,0
5,1952,5844,0
5,2943,5844,0
2,1219,5844,0
3,1081,5844,0
5,1228,5844,0
1,480,5844,0
5,1234,5844,0
3,1097,5844,0
4,1244,5844,0
5,1617,3095,0
3,1544,3095,0
3,2396,3095,0
3,216,3095,0
5,235,3095,0
5,3386,3095,0
3,21,3095,0
3,60,3095,0
1,3793,4941,0
5,762,4941,0
4,3238,4941,0
5,3252,4941,0
2,3555,4941,0
5,3578,4941,0
5,3789,5949,0
5,2987,5949,0
5,1249,5949,0
5,1177,5949,0
1,2124,5949,0
1,2054,5949,0
5,1252,5949,0
1,1254,5949,0
4,2058,5949,0
5,1256,5949,0
1,1258,5949,0
5,1185,5949,0
5,1259,5949,0
1,653,5949,0
4,587,5949,0
1,2,5949,0
3,3,5949,0
5,2130,5949,0
5,1401,5949,0
5,6,5949,0
3,7,5949,0
5,3871,5949,0
5,2206,5949,0
5,2064,5949,0
5,1408,5949,0
5,1262,5949,0
5,802,5949,0
4,2065,5949,0
3,1409,5949,0
5,1263,5949,0
5,2067,5949,0
3,1266,5949,0
5,1193,5949,0
5,806,5949,0
3,733,5949,0
5,2069,5949,0
5,1267,5949,0
5,1269,5949,0
5,1196,5949,0
4,590,5949,0
1,1198,5949,0
1,664,5949,0
1,1199,5949,0
5,592,5949,0
5,593,5949,0
4,594,5949,0
4,596,5949,0
3,597,5949,0
5,3011,5949,0
5,2212,5949,0
5,3015,5949,0
1,1270,5949,0
1,3039,5949,0
5,1294,5949,0
5,2245,5949,0
